statecode,countyname,reported_propertytype,bldg_count
IN,Montgomery County,Specialty,16
IN,Morgan County,Flex,11
IN,Morgan County,Health Care,5
IN,Morgan County,Hospitality,4
IN,Morgan County,Industrial,118
IN,Morgan County,Multi-Family,45
IN,Morgan County,Office,145
IN,Morgan County,Retail,383
IN,Morgan County,Specialty,46
IN,Morgan County,Sports & Entertainment,1
IN,Newton County,Flex,2
IN,Newton County,Health Care,1
IN,Newton County,Hospitality,2
IN,Newton County,Industrial,17
IN,Newton County,Multi-Family,7
IN,Newton County,Office,13
IN,Newton County,Retail,72
IN,Newton County,Specialty,13
IN,Newton County,Sports & Entertainment,2
IN,Noble County,Flex,7
IN,Noble County,Health Care,3
IN,Noble County,Hospitality,3
IN,Noble County,Industrial,108
IN,Noble County,Multi-Family,24
IN,Noble County,Office,53
IN,Noble County,Retail,147
IN,Noble County,Specialty,18
IN,Noble County,Sports & Entertainment,1
IN,Ohio County,Flex,1
IN,Ohio County,Hospitality,2
IN,Ohio County,Industrial,2
IN,Ohio County,Multi-Family,3
IN,Ohio County,Office,6
IN,Ohio County,Retail,27
IN,Ohio County,Specialty,2
IN,Orange County,Health Care,1
IN,Orange County,Hospitality,10
IN,Orange County,Industrial,11
IN,Orange County,Multi-Family,12
IN,Orange County,Office,8
IN,Orange County,Retail,55
IN,Orange County,Specialty,7
IN,Orange County,Sports & Entertainment,2
IN,Owen County,Health Care,1
IN,Owen County,Hospitality,1
IN,Owen County,Industrial,10
IN,Owen County,Multi-Family,8
IN,Owen County,Office,8
IN,Owen County,Retail,46
IN,Owen County,Specialty,8
IN,Owen County,Sports & Entertainment,2
IN,Parke County,Flex,3
IN,Parke County,Health Care,3
IN,Parke County,Hospitality,4
IN,Parke County,Industrial,5
IN,Parke County,Multi-Family,5
IN,Parke County,Office,7
IN,Parke County,Retail,56
IN,Parke County,Specialty,4
IN,Parke County,Sports & Entertainment,1
IN,Perry County,Health Care,1
IN,Perry County,Hospitality,2
IN,Perry County,Industrial,10
IN,Perry County,Multi-Family,7
IN,Perry County,Office,12
IN,Perry County,Retail,56
IN,Perry County,Specialty,8
IN,Pike County,Flex,1
IN,Pike County,Health Care,2
IN,Pike County,Industrial,2
IN,Pike County,Office,6
IN,Pike County,Retail,33
IN,Pike County,Specialty,6
IN,Porter County,Flex,47
IN,Porter County,Health Care,21
IN,Porter County,Hospitality,25
IN,Porter County,Industrial,294
IN,Porter County,Multi-Family,137
IN,Porter County,Office,373
IN,Porter County,Retail,985
IN,Porter County,Specialty,157
IN,Porter County,Sports & Entertainment,14
IN,Posey County,Flex,3
IN,Posey County,Health Care,1
IN,Posey County,Hospitality,1
IN,Posey County,Industrial,24
IN,Posey County,Multi-Family,13
IN,Posey County,Office,18
IN,Posey County,Retail,63
IN,Posey County,Specialty,14
IN,Pulaski County,Flex,2
IN,Pulaski County,Health Care,2
IN,Pulaski County,Industrial,9
IN,Pulaski County,Multi-Family,3
IN,Pulaski County,Office,3
IN,Pulaski County,Retail,37
IN,Pulaski County,Specialty,8
IN,Putnam County,Flex,4
IN,Putnam County,Health Care,3
IN,Putnam County,Hospitality,2
IN,Putnam County,Industrial,20
IN,Putnam County,Multi-Family,18
IN,Putnam County,Office,54
IN,Putnam County,Retail,191
IN,Putnam County,Specialty,18
IN,Putnam County,Sports & Entertainment,1
IN,Randolph County,Flex,1
IN,Randolph County,Health Care,2
IN,Randolph County,Hospitality,2
IN,Randolph County,Industrial,31
IN,Randolph County,Multi-Family,12
IN,Randolph County,Office,21
IN,Randolph County,Retail,88
IN,Randolph County,Specialty,15
IN,Ripley County,Flex,1
IN,Ripley County,Health Care,3
IN,Ripley County,Hospitality,5
IN,Ripley County,Industrial,28
IN,Ripley County,Multi-Family,13
IN,Ripley County,Office,35
IN,Ripley County,Retail,113
IN,Ripley County,Specialty,20
IN,Ripley County,Sports & Entertainment,1
IN,Rush County,Flex,3
IN,Rush County,Hospitality,2
IN,Rush County,Industrial,13
IN,Rush County,Multi-Family,14
IN,Rush County,Office,16
IN,Rush County,Retail,63
IN,Rush County,Specialty,9
IN,Scott County,Flex,3
IN,Scott County,Health Care,6
IN,Scott County,Hospitality,3
IN,Scott County,Industrial,22
IN,Scott County,Multi-Family,12
IN,Scott County,Office,25
IN,Scott County,Retail,154
IN,Scott County,Specialty,9
IN,Scott County,Sports & Entertainment,1
IN,Shelby County,Flex,15
IN,Shelby County,Health Care,5
IN,Shelby County,Hospitality,8
IN,Shelby County,Industrial,114
IN,Shelby County,Multi-Family,46
IN,Shelby County,Office,84
IN,Shelby County,Retail,212
IN,Shelby County,Specialty,20
IN,Shelby County,Sports & Entertainment,2
IN,Spencer County,Health Care,1
IN,Spencer County,Hospitality,2
IN,Spencer County,Industrial,14
IN,Spencer County,Multi-Family,2
IN,Spencer County,Office,13
IN,Spencer County,Retail,68
IN,Spencer County,Specialty,12
IN,Spencer County,Sports & Entertainment,1
IN,St. Joseph County,Flex,107
IN,St. Joseph County,Health Care,42
IN,St. Joseph County,Hospitality,57
IN,St. Joseph County,Industrial,908
IN,St. Joseph County,Multi-Family,203
IN,St. Joseph County,Office,821
IN,St. Joseph County,Retail,2064
IN,St. Joseph County,Specialty,388
IN,St. Joseph County,Sports & Entertainment,18
IN,Starke County,Flex,5
IN,Starke County,Health Care,5
IN,Starke County,Hospitality,4
IN,Starke County,Industrial,29
IN,Starke County,Multi-Family,1
IN,Starke County,Office,15
IN,Starke County,Retail,81
IN,Starke County,Specialty,11
IN,Starke County,Sports & Entertainment,1
IN,Steuben County,Flex,6
IN,Steuben County,Health Care,1
IN,Steuben County,Hospitality,6
IN,Steuben County,Industrial,102
IN,Steuben County,Multi-Family,26
IN,Steuben County,Office,46
IN,Steuben County,Retail,210
IN,Steuben County,Specialty,26
IN,Steuben County,Sports & Entertainment,6
IN,Sullivan County,Health Care,1
IN,Sullivan County,Hospitality,1
IN,Sullivan County,Industrial,4
IN,Sullivan County,Multi-Family,7
IN,Sullivan County,Office,19
IN,Sullivan County,Retail,71
IN,Sullivan County,Specialty,13
IN,Switzerland County,Health Care,1
IN,Switzerland County,Hospitality,2
IN,Switzerland County,Industrial,1
IN,Switzerland County,Multi-Family,3
IN,Switzerland County,Office,5
IN,Switzerland County,Retail,24
IN,Switzerland County,Specialty,5
IN,Tippecanoe County,Flex,29
IN,Tippecanoe County,Health Care,13
IN,Tippecanoe County,Hospitality,17
IN,Tippecanoe County,Industrial,226
IN,Tippecanoe County,Multi-Family,324
IN,Tippecanoe County,Office,296
IN,Tippecanoe County,Retail,611
IN,Tippecanoe County,Specialty,63
IN,Tippecanoe County,Sports & Entertainment,1
IN,Tipton County,Flex,1
IN,Tipton County,Health Care,1
IN,Tipton County,Industrial,17
IN,Tipton County,Multi-Family,5
IN,Tipton County,Office,10
IN,Tipton County,Retail,58
IN,Tipton County,Specialty,7
IN,Union County,Hospitality,1
IN,Union County,Industrial,1
IN,Union County,Multi-Family,9
IN,Union County,Office,3
IN,Union County,Retail,20
IN,Union County,Specialty,3
IN,Union County,Sports & Entertainment,1
IN,Vanderburgh County,Flex,70
IN,Vanderburgh County,Health Care,17
IN,Vanderburgh County,Hospitality,37
IN,Vanderburgh County,Industrial,565
IN,Vanderburgh County,Multi-Family,269
IN,Vanderburgh County,Office,607
IN,Vanderburgh County,Retail,1196
IN,Vanderburgh County,Specialty,103
IN,Vanderburgh County,Sports & Entertainment,8
IN,Vermillion County,Health Care,2
IN,Vermillion County,Industrial,12
IN,Vermillion County,Multi-Family,4
IN,Vermillion County,Office,11
IN,Vermillion County,Retail,52
IN,Vermillion County,Specialty,8
IN,Vigo County,Flex,12
IN,Vigo County,Health Care,13
IN,Vigo County,Hospitality,14
IN,Vigo County,Industrial,148
IN,Vigo County,Multi-Family,79
IN,Vigo County,Office,227
IN,Vigo County,Retail,535
IN,Vigo County,Specialty,52
IN,Vigo County,Sports & Entertainment,2
IN,Wabash County,Flex,4
IN,Wabash County,Health Care,3
IN,Wabash County,Hospitality,2
IN,Wabash County,Industrial,49
IN,Wabash County,Multi-Family,24
IN,Wabash County,Office,40
IN,Wabash County,Retail,128
IN,Wabash County,Specialty,14
IN,Wabash County,Sports & Entertainment,1
IN,Warren County,Health Care,1
IN,Warren County,Industrial,4
IN,Warren County,Multi-Family,1
IN,Warren County,Office,6
IN,Warren County,Retail,12
IN,Warren County,Specialty,3
IN,Warren County,Sports & Entertainment,1
IN,Warrick County,Flex,14
IN,Warrick County,Health Care,16
IN,Warrick County,Hospitality,1
IN,Warrick County,Industrial,87
IN,Warrick County,Multi-Family,50
IN,Warrick County,Office,113
IN,Warrick County,Retail,285
IN,Warrick County,Specialty,33
IN,Warrick County,Sports & Entertainment,2
IN,Washington County,Health Care,2
IN,Washington County,Hospitality,2
IN,Washington County,Industrial,15
IN,Washington County,Multi-Family,17
IN,Washington County,Office,21
IN,Washington County,Retail,126
IN,Washington County,Specialty,13
IN,Wayne County,Flex,9
IN,Wayne County,Health Care,5
IN,Wayne County,Hospitality,10
IN,Wayne County,Industrial,92
IN,Wayne County,Multi-Family,62
IN,Wayne County,Office,127
IN,Wayne County,Retail,339
IN,Wayne County,Specialty,50
IN,Wayne County,Sports & Entertainment,2
IN,Wells County,Flex,2
IN,Wells County,Health Care,5
IN,Wells County,Hospitality,2
IN,Wells County,Industrial,33
IN,Wells County,Multi-Family,13
IN,Wells County,Office,28
IN,Wells County,Retail,116
IN,Wells County,Specialty,12
IN,White County,Flex,2
IN,White County,Health Care,4
IN,White County,Hospitality,6
IN,White County,Industrial,26
IN,White County,Multi-Family,16
IN,White County,Office,32
IN,White County,Retail,108
IN,White County,Specialty,17
IN,White County,Sports & Entertainment,3
IN,Whitley County,Flex,3
IN,Whitley County,Health Care,3
IN,Whitley County,Hospitality,2
IN,Whitley County,Industrial,74
IN,Whitley County,Multi-Family,15
IN,Whitley County,Office,29
IN,Whitley County,Retail,135
IN,Whitley County,Specialty,12
IN,Whitley County,Sports & Entertainment,3
KS,Allen County,Flex,1
KS,Allen County,Health Care,1
KS,Allen County,Hospitality,5
KS,Allen County,Industrial,9
KS,Allen County,Multi-Family,21
KS,Allen County,Office,10
KS,Allen County,Retail,47
KS,Allen County,Specialty,6
KS,Anderson County,Hospitality,2
KS,Anderson County,Industrial,13
KS,Anderson County,Multi-Family,1
KS,Anderson County,Office,7
KS,Anderson County,Retail,34
KS,Anderson County,Specialty,6
KS,Atchison County,Flex,1
KS,Atchison County,Health Care,1
KS,Atchison County,Hospitality,3
KS,Atchison County,Industrial,15
KS,Atchison County,Multi-Family,19
KS,Atchison County,Office,19
KS,Atchison County,Retail,79
KS,Atchison County,Specialty,12
KS,Barber County,Hospitality,2
KS,Barber County,Industrial,3
KS,Barber County,Multi-Family,5
KS,Barber County,Office,5
KS,Barber County,Retail,24
KS,Barber County,Specialty,9
KS,Barton County,Flex,1
KS,Barton County,Health Care,5
KS,Barton County,Hospitality,7
KS,Barton County,Industrial,31
KS,Barton County,Multi-Family,14
KS,Barton County,Office,34
KS,Barton County,Retail,134
KS,Barton County,Specialty,10
KS,Barton County,Sports & Entertainment,1
KS,Bourbon County,Health Care,1
KS,Bourbon County,Hospitality,4
KS,Bourbon County,Industrial,14
KS,Bourbon County,Multi-Family,6
KS,Bourbon County,Office,20
KS,Bourbon County,Retail,82
KS,Bourbon County,Specialty,13
KS,Bourbon County,Sports & Entertainment,1
KS,Brown County,Flex,1
KS,Brown County,Health Care,2
KS,Brown County,Hospitality,2
KS,Brown County,Industrial,8
KS,Brown County,Multi-Family,6
KS,Brown County,Office,13
KS,Brown County,Retail,42
KS,Brown County,Specialty,13
KS,Butler County,Flex,6
KS,Butler County,Health Care,3
KS,Butler County,Hospitality,8
KS,Butler County,Industrial,51
KS,Butler County,Multi-Family,39
KS,Butler County,Office,59
KS,Butler County,Retail,278
KS,Butler County,Specialty,31
KS,Butler County,Sports & Entertainment,2
KS,Chase County,Hospitality,1
KS,Chase County,Industrial,1
KS,Chase County,Retail,6
KS,Chase County,Specialty,7
KS,Chautauqua County,Health Care,2
KS,Chautauqua County,Hospitality,1
KS,Chautauqua County,Industrial,1
KS,Chautauqua County,Office,4
KS,Chautauqua County,Retail,25
KS,Chautauqua County,Specialty,6
KS,Cherokee County,Flex,2
KS,Cherokee County,Health Care,6
KS,Cherokee County,Hospitality,2
KS,Cherokee County,Industrial,22
KS,Cherokee County,Multi-Family,5
KS,Cherokee County,Office,16
KS,Cherokee County,Retail,93
KS,Cherokee County,Specialty,11
KS,Cherokee County,Sports & Entertainment,2
KS,Cheyenne County,Industrial,3
KS,Cheyenne County,Multi-Family,1
KS,Cheyenne County,Office,5
KS,Cheyenne County,Retail,10
KS,Cheyenne County,Specialty,2
KS,Clark County,Hospitality,1
KS,Clark County,Industrial,1
KS,Clark County,Office,1
KS,Clark County,Retail,3
KS,Clark County,Specialty,3
KS,Clay County,Industrial,1
KS,Clay County,Multi-Family,1
KS,Clay County,Office,3
KS,Clay County,Retail,24
KS,Clay County,Specialty,5
KS,Cloud County,Hospitality,3
KS,Cloud County,Industrial,1
KS,Cloud County,Multi-Family,6
KS,Cloud County,Office,5
KS,Cloud County,Retail,47
KS,Cloud County,Specialty,5
KS,Coffey County,Hospitality,1
KS,Coffey County,Industrial,4
KS,Coffey County,Multi-Family,7
KS,Coffey County,Office,8
KS,Coffey County,Retail,42
KS,Coffey County,Specialty,12
KS,Comanche County,Hospitality,2
KS,Comanche County,Retail,6
KS,Comanche County,Specialty,2
KS,Cowley County,Health Care,5
KS,Cowley County,Hospitality,9
KS,Cowley County,Industrial,35
KS,Cowley County,Multi-Family,23
KS,Cowley County,Office,31
KS,Cowley County,Retail,119
KS,Cowley County,Specialty,16
KS,Crawford County,Flex,1
KS,Crawford County,Health Care,5
KS,Crawford County,Hospitality,3
KS,Crawford County,Industrial,42
KS,Crawford County,Multi-Family,24
KS,Crawford County,Office,51
KS,Crawford County,Retail,185
KS,Crawford County,Specialty,19
KS,Decatur County,Multi-Family,1
KS,Decatur County,Retail,9
KS,Decatur County,Specialty,3
KS,Dickinson County,Flex,2
KS,Dickinson County,Health Care,3
KS,Dickinson County,Hospitality,9
KS,Dickinson County,Industrial,7
KS,Dickinson County,Multi-Family,10
KS,Dickinson County,Office,14
KS,Dickinson County,Retail,73
KS,Dickinson County,Specialty,10
KS,Doniphan County,Flex,1
KS,Doniphan County,Health Care,2
KS,Doniphan County,Hospitality,1
KS,Doniphan County,Industrial,15
KS,Doniphan County,Multi-Family,3
KS,Doniphan County,Office,5
KS,Doniphan County,Retail,21
KS,Doniphan County,Specialty,8
KS,Douglas County,Flex,29
KS,Douglas County,Health Care,12
KS,Douglas County,Hospitality,22
KS,Douglas County,Industrial,271
KS,Douglas County,Multi-Family,314
KS,Douglas County,Office,281
KS,Douglas County,Retail,665
KS,Douglas County,Specialty,97
KS,Douglas County,Sports & Entertainment,7
KS,Edwards County,Industrial,1
KS,Edwards County,Multi-Family,1
KS,Edwards County,Office,1
KS,Edwards County,Retail,6
KS,Edwards County,Specialty,3
KS,Elk County,Industrial,1
KS,Elk County,Office,1
KS,Elk County,Retail,8
KS,Elk County,Specialty,4
KS,Ellis County,Flex,2
KS,Ellis County,Health Care,2
KS,Ellis County,Hospitality,12
KS,Ellis County,Industrial,23
KS,Ellis County,Multi-Family,18
KS,Ellis County,Office,38
KS,Ellis County,Retail,154
KS,Ellis County,Specialty,11
KS,Ellis County,Sports & Entertainment,2
KS,Ellsworth County,Health Care,1
KS,Ellsworth County,Hospitality,1
KS,Ellsworth County,Industrial,2
KS,Ellsworth County,Multi-Family,2
KS,Ellsworth County,Office,3
KS,Ellsworth County,Retail,20
KS,Ellsworth County,Specialty,6
KS,Finney County,Flex,3
KS,Finney County,Health Care,2
KS,Finney County,Hospitality,9
KS,Finney County,Industrial,86
KS,Finney County,Multi-Family,37
KS,Finney County,Office,56
KS,Finney County,Retail,175
KS,Finney County,Specialty,17
KS,Finney County,Sports & Entertainment,2
KS,Ford County,Flex,1
KS,Ford County,Health Care,2
KS,Ford County,Hospitality,14
KS,Ford County,Industrial,43
KS,Ford County,Multi-Family,20
KS,Ford County,Office,27
KS,Ford County,Retail,138
KS,Ford County,Specialty,14
KS,Ford County,Sports & Entertainment,2
KS,Franklin County,Flex,2
KS,Franklin County,Health Care,2
KS,Franklin County,Hospitality,6
KS,Franklin County,Industrial,46
KS,Franklin County,Multi-Family,17
KS,Franklin County,Office,36
KS,Franklin County,Retail,141
KS,Franklin County,Specialty,14
KS,Franklin County,Sports & Entertainment,1
KS,Geary County,Health Care,2
KS,Geary County,Hospitality,13
KS,Geary County,Industrial,27
KS,Geary County,Multi-Family,176
KS,Geary County,Office,34
KS,Geary County,Retail,150
KS,Geary County,Specialty,17
KS,Geary County,Sports & Entertainment,2
KS,Gove County,Hospitality,2
KS,Gove County,Office,2
KS,Gove County,Retail,7
KS,Gove County,Specialty,4
KS,Graham County,Multi-Family,1
KS,Graham County,Retail,9
KS,Graham County,Specialty,4
KS,Grant County,Flex,1
KS,Grant County,Hospitality,3
KS,Grant County,Industrial,4
KS,Grant County,Multi-Family,1
KS,Grant County,Office,7
KS,Grant County,Retail,27
KS,Grant County,Specialty,1
KS,Grant County,Sports & Entertainment,1
KS,Gray County,Hospitality,1
KS,Gray County,Industrial,2
KS,Gray County,Multi-Family,1
KS,Gray County,Office,1
KS,Gray County,Retail,22
KS,Gray County,Specialty,3
KS,Greeley County,Retail,1
KS,Greeley County,Specialty,1
KS,Greenwood County,Health Care,1
KS,Greenwood County,Hospitality,1
KS,Greenwood County,Industrial,1
KS,Greenwood County,Multi-Family,2
KS,Greenwood County,Office,7
KS,Greenwood County,Retail,21
KS,Greenwood County,Specialty,5
KS,Greenwood County,Sports & Entertainment,1
KS,Hamilton County,Hospitality,1
KS,Hamilton County,Multi-Family,3
KS,Hamilton County,Retail,5
KS,Hamilton County,Specialty,2
KS,Harper County,Hospitality,1
KS,Harper County,Industrial,2
KS,Harper County,Multi-Family,5
KS,Harper County,Office,7
KS,Harper County,Retail,32
KS,Harper County,Specialty,8
KS,Harvey County,Flex,1
KS,Harvey County,Health Care,3
KS,Harvey County,Hospitality,8
KS,Harvey County,Industrial,44
KS,Harvey County,Multi-Family,25
KS,Harvey County,Office,28
KS,Harvey County,Retail,160
KS,Harvey County,Specialty,30
KS,Harvey County,Sports & Entertainment,1
KS,Haskell County,Multi-Family,1
KS,Haskell County,Retail,5
KS,Hodgeman County,Hospitality,1
KS,Hodgeman County,Retail,3
KS,Hodgeman County,Specialty,1
KS,Jackson County,Health Care,2
KS,Jackson County,Hospitality,2
KS,Jackson County,Industrial,2
KS,Jackson County,Multi-Family,2
KS,Jackson County,Office,4
KS,Jackson County,Retail,30
KS,Jackson County,Specialty,9
